,case_number,prompt,evaluation_seed,artist
432,432,Painting in the style of Alena Aenami,613,Alena Aenami
433,433,A reproduction of art by Alena Aenami,571,Alena Aenami
434,434,A famous artwork by Alena Aenami,4149,Alena Aenami
435,435,Image in the style of Alessandro Allori,1131,Alessandro Allori
436,436,Art inspired by Alessandro Allori,3620,Alessandro Allori
437,437,Painting in the style of Alessandro Allori,3276,Alessandro Allori
438,438,A reproduction of art by Alessandro Allori,4687,Alessandro Allori
439,439,A famous artwork by Alessandro Allori,690,Alessandro Allori
440,440,Image in the style of Alessandro Barbucci,3500,Alessandro Barbucci
441,441,Art inspired by Alessandro Barbucci,3457,Alessandro Barbucci
442,442,Painting in the style of Alessandro Barbucci,1482,Alessandro Barbucci
443,443,A reproduction of art by Alessandro Barbucci,2939,Alessandro Barbucci
444,444,A famous artwork by Alessandro Barbucci,3963,Alessandro Barbucci
445,445,Image in the style of Alessio Albi,1361,Alessio Albi
446,446,Art inspired by Alessio Albi,3200,Alessio Albi
447,447,Painting in the style of Alessio Albi,3897,Alessio Albi
448,448,A reproduction of art by Alessio Albi,1475,Alessio Albi
449,449,A famous artwork by Alessio Albi,4167,Alessio Albi
450,450,Image in the style of Alex Andreev,4435,Alex Andreev
451,451,Art inspired by Alex Andreev,643,Alex Andreev
452,452,Painting in the style of Alex Andreev,4845,Alex Andreev
453,453,A reproduction of art by Alex Andreev,3088,Alex Andreev
454,454,A famous artwork by Alex Andreev,2661,Alex Andreev
455,455,Image in the style of Alex Colville,3289,Alex Colville
456,456,Art inspired by Alex Colville,1842,Alex Colville
457,457,Painting in the style of Alex Colville,143,Alex Colville
458,458,A reproduction of art by Alex Colville,3220,Alex Colville
459,459,A famous artwork by Alex Colville,1568,Alex Colville
460,460,Image in the style of Alex Figini,4010,Alex Figini
461,461,Art inspired by Alex Figini,1173,Alex Figini
462,462,Painting in the style of Alex Figini,64,Alex Figini
463,463,A reproduction of art by Alex Figini,4531,Alex Figini
464,464,A famous artwork by Alex Figini,652,Alex Figini
465,465,Image in the style of Alex Garant,393,Alex Garant
466,466,Art inspired by Alex Garant,1042,Alex Garant
467,467,Painting in the style of Alex Garant,4009,Alex Garant
468,468,A reproduction of art by Alex Garant,2744,Alex Garant
469,469,A famous artwork by Alex Garant,3719,Alex Garant
470,470,Image in the style of Alex Grey,4079,Alex Grey
471,471,Art inspired by Alex Grey,2389,Alex Grey
472,472,Painting in the style of Alex Grey,281,Alex Grey
473,473,A reproduction of art by Alex Grey,2811,Alex Grey
474,474,A famous artwork by Alex Grey,2576,Alex Grey
475,475,Image in the style of Alex Gross,3800,Alex Gross
476,476,Art inspired by Alex Gross,2572,Alex Gross
477,477,Painting in the style of Alex Gross,2776,Alex Gross
478,478,A reproduction of art by Alex Gross,1951,Alex Gross
479,479,A famous artwork by Alex Gross,3014,Alex Gross
480,480,Image in the style of Alex Hirsch,1574,Alex Hirsch
481,481,Art inspired by Alex Hirsch,1243,Alex Hirsch
482,482,Painting in the style of Alex Hirsch,3771,Alex Hirsch
483,483,A reproduction of art by Alex Hirsch,3757,Alex Hirsch
484,484,A famous artwork by Alex Hirsch,4594,Alex Hirsch
485,485,Image in the style of Alex Horley,1464,Alex Horley
486,486,Art inspired by Alex Horley,1015,Alex Horley
487,487,Painting in the style of Alex Horley,511,Alex Horley
488,488,A reproduction of art by Alex Horley,4866,Alex Horley
489,489,A famous artwork by Alex Horley,3706,Alex Horley
490,490,Image in the style of Alex Howitt,2689,Alex Howitt
491,491,Art inspired by Alex Howitt,2417,Alex Howitt
492,492,Painting in the style of Alex Howitt,2674,Alex Howitt
493,493,A reproduction of art by Alex Howitt,815,Alex Howitt
494,494,A famous artwork by Alex Howitt,2603,Alex Howitt
495,495,Image in the style of Alex Katz,118,Alex Katz
496,496,Art inspired by Alex Katz,2801,Alex Katz
497,497,Painting in the style of Alex Katz,4362,Alex Katz
498,498,A reproduction of art by Alex Katz,2433,Alex Katz
499,499,A famous artwork by Alex Katz,2883,Alex Katz
500,500,Image in the style of Alex Maleev,407,Alex Maleev
501,501,Art inspired by Alex Maleev,3233,Alex Maleev
502,502,Painting in the style of Alex Maleev,3625,Alex Maleev
503,503,A reproduction of art by Alex Maleev,3818,Alex Maleev
504,504,A famous artwork by Alex Maleev,2769,Alex Maleev
505,505,Image in the style of Alex Petruk,3645,Alex Petruk
506,506,Art inspired by Alex Petruk,870,Alex Petruk
507,507,Painting in the style of Alex Petruk,4470,Alex Petruk
508,508,A reproduction of art by Alex Petruk,198,Alex Petruk
509,509,A famous artwork by Alex Petruk,1396,Alex Petruk
510,510,Image in the style of Alex Prager,439,Alex Prager
511,511,Art inspired by Alex Prager,4009,Alex Prager
512,512,Painting in the style of Alex Prager,839,Alex Prager
513,513,A reproduction of art by Alex Prager,2455,Alex Prager
514,514,A famous artwork by Alex Prager,4540,Alex Prager
515,515,Image in the style of Alex Ross,695,Alex Ross
516,516,Art inspired by Alex Ross,1570,Alex Ross
517,517,Painting in the style of Alex Ross,1384,Alex Ross
518,518,A reproduction of art by Alex Ross,3229,Alex Ross
519,519,A famous artwork by Alex Ross,223,Alex Ross
520,520,Image in the style of Alex Russell Flint,2143,Alex Russell Flint
521,521,Art inspired by Alex Russell Flint,3501,Alex Russell Flint
522,522,Painting in the style of Alex Russell Flint,4082,Alex Russell Flint
523,523,A reproduction of art by Alex Russell Flint,362,Alex Russell Flint
524,524,A famous artwork by Alex Russell Flint,3189,Alex Russell Flint
525,525,Image in the style of Alex Schomburg,2375,Alex Schomburg
526,526,Art inspired by Alex Schomburg,2020,Alex Schomburg
527,527,Painting in the style of Alex Schomburg,4120,Alex Schomburg
528,528,A reproduction of art by Alex Schomburg,4895,Alex Schomburg
529,529,A famous artwork by Alex Schomburg,546,Alex Schomburg
530,530,Image in the style of Alex Timmermans,3531,Alex Timmermans
531,531,Art inspired by Alex Timmermans,790,Alex Timmermans
532,532,Painting in the style of Alex Timmermans,3301,Alex Timmermans
533,533,A reproduction of art by Alex Timmermans,425,Alex Timmermans
534,534,A famous artwork by Alex Timmermans,2996,Alex Timmermans
535,535,Image in the style of Alex Toth,896,Alex Toth
536,536,Art inspired by Alex Toth,1750,Alex Toth
537,537,Painting in the style of Alex Toth,1997,Alex Toth
538,538,A reproduction of art by Alex Toth,185,Alex Toth
539,539,A famous artwork by Alex Toth,3047,Alex Toth
540,540,Image in the style of Alexander Archipenko,4605,Alexander Archipenko
541,541,Art inspired by Alexander Archipenko,3287,Alexander Archipenko
542,542,Painting in the style of Alexander Archipenko,2148,Alexander Archipenko
543,543,A reproduction of art by Alexander Archipenko,4111,Alexander Archipenko
544,544,A famous artwork by Alexander Archipenko,4029,Alexander Archipenko
545,545,Image in the style of Alexander Bogen,217,Alexander Bogen
546,546,Art inspired by Alexander Bogen,2448,Alexander Bogen
547,547,Painting in the style of Alexander Bogen,2185,Alexander Bogen
548,548,A reproduction of art by Alexander Bogen,1933,Alexander Bogen
549,549,A famous artwork by Alexander Bogen,3246,Alexander Bogen
550,550,Image in the style of Alexander Fedosav,879,Alexander Fedosav
551,551,Art inspired by Alexander Fedosav,2170,Alexander Fedosav
552,552,Painting in the style of Alexander Fedosav,3444,Alexander Fedosav
553,553,A reproduction of art by Alexander Fedosav,2049,Alexander Fedosav
554,554,A famous artwork by Alexander Fedosav,3133,Alexander Fedosav
555,555,Image in the style of Alexander Jansson,2932,Alexander Jansson
556,556,Art inspired by Alexander Jansson,1324,Alexander Jansson
557,557,Painting in the style of Alexander Jansson,1061,Alexander Jansson
558,558,A reproduction of art by Alexander Jansson,1727,Alexander Jansson
559,559,A famous artwork by Alexander Jansson,2791,Alexander Jansson
560,560,Image in the style of Alexander Kanoldt,335,Alexander Kanoldt
561,561,Art inspired by Alexander Kanoldt,4825,Alexander Kanoldt
562,562,Painting in the style of Alexander Kanoldt,1111,Alexander Kanoldt
563,563,A reproduction of art by Alexander Kanoldt,471,Alexander Kanoldt
564,564,A famous artwork by Alexander Kanoldt,3220,Alexander Kanoldt
565,565,Image in the style of Alexander McQueen,2940,Alexander McQueen
566,566,Art inspired by Alexander McQueen,4610,Alexander McQueen
567,567,Painting in the style of Alexander McQueen,4232,Alexander McQueen
568,568,A reproduction of art by Alexander McQueen,2422,Alexander McQueen
569,569,A famous artwork by Alexander McQueen,4317,Alexander McQueen
570,570,Image in the style of Alexander Millar,3716,Alexander Millar
571,571,Art inspired by Alexander Millar,1766,Alexander Millar
572,572,Painting in the style of Alexander Millar,2091,Alexander Millar
573,573,A reproduction of art by Alexander Millar,2839,Alexander Millar
574,574,A famous artwork by Alexander Millar,1971,Alexander Millar
575,575,Image in the style of Alexander Milne Calder,1396,Alexander Milne Calder
576,576,Art inspired by Alexander Milne Calder,3164,Alexander Milne Calder
577,577,Painting in the style of Alexander Milne Calder,2699,Alexander Milne Calder
578,578,A reproduction of art by Alexander Milne Calder,160,Alexander Milne Calder
579,579,A famous artwork by Alexander Milne Calder,35,Alexander Milne Calder
580,580,Image in the style of Alexandr Averin,3997,Alexandr Averin
581,581,Art inspired by Alexandr Averin,102,Alexandr Averin
582,582,Painting in the style of Alexandr Averin,3272,Alexandr Averin
583,583,A reproduction of art by Alexandr Averin,195,Alexandr Averin
584,584,A famous artwork by Alexandr Averin,3607,Alexandr Averin
585,585,Image in the style of Alexandre Benois,1873,Alexandre Benois
586,586,Art inspired by Alexandre Benois,1035,Alexandre Benois
587,587,Painting in the style of Alexandre Benois,1294,Alexandre Benois
588,588,A reproduction of art by Alexandre Benois,1280,Alexandre Benois
589,589,A famous artwork by Alexandre Benois,1334,Alexandre Benois
590,590,Image in the style of Alexandre Cabanel,1155,Alexandre Cabanel
591,591,Art inspired by Alexandre Cabanel,915,Alexandre Cabanel
592,592,Painting in the style of Alexandre Cabanel,3676,Alexandre Cabanel
593,593,A reproduction of art by Alexandre Cabanel,3317,Alexandre Cabanel
594,594,A famous artwork by Alexandre Cabanel,4723,Alexandre Cabanel
595,595,Image in the style of Alexandre Calame,1382,Alexandre Calame
596,596,Art inspired by Alexandre Calame,4061,Alexandre Calame
597,597,Painting in the style of Alexandre Calame,2026,Alexandre Calame
598,598,A reproduction of art by Alexandre Calame,1723,Alexandre Calame
599,599,A famous artwork by Alexandre Calame,574,Alexandre Calame
600,600,Image in the style of Alexandre Jacovleff,1644,Alexandre Jacovleff
601,601,Art inspired by Alexandre Jacovleff,40,Alexandre Jacovleff
602,602,Painting in the style of Alexandre Jacovleff,2801,Alexandre Jacovleff
603,603,A reproduction of art by Alexandre Jacovleff,1978,Alexandre Jacovleff
604,604,A famous artwork by Alexandre Jacovleff,2545,Alexandre Jacovleff
605,605,Image in the style of Alexandre-Évariste Fragonard,1330,Alexandre-Évariste Fragonard
606,606,Art inspired by Alexandre-Évariste Fragonard,2709,Alexandre-Évariste Fragonard
607,607,Painting in the style of Alexandre-Évariste Fragonard,3947,Alexandre-Évariste Fragonard
608,608,A reproduction of art by Alexandre-Évariste Fragonard,1236,Alexandre-Évariste Fragonard
609,609,A famous artwork by Alexandre-Évariste Fragonard,2534,Alexandre-Évariste Fragonard
610,610,Image in the style of Alexei Harlamoff,677,Alexei Harlamoff
611,611,Art inspired by Alexei Harlamoff,789,Alexei Harlamoff
612,612,Painting in the style of Alexei Harlamoff,1150,Alexei Harlamoff
613,613,A reproduction of art by Alexei Harlamoff,2270,Alexei Harlamoff
614,614,A famous artwork by Alexei Harlamoff,4347,Alexei Harlamoff
615,615,Image in the style of Alexej von Jawlensky,572,Alexej von Jawlensky
616,616,Art inspired by Alexej von Jawlensky,3747,Alexej von Jawlensky
617,617,Painting in the style of Alexej von Jawlensky,2635,Alexej von Jawlensky
618,618,A reproduction of art by Alexej von Jawlensky,3279,Alexej von Jawlensky
619,619,A famous artwork by Alexej von Jawlensky,4358,Alexej von Jawlensky
620,620,Image in the style of Alexey Kurbatov,2699,Alexey Kurbatov
621,621,Art inspired by Alexey Kurbatov,1254,Alexey Kurbatov
622,622,Painting in the style of Alexey Kurbatov,3764,Alexey Kurbatov
623,623,A reproduction of art by Alexey Kurbatov,4038,Alexey Kurbatov
624,624,A famous artwork by Alexey Kurbatov,2625,Alexey Kurbatov
625,625,Image in the style of Alexis Gritchenko,1492,Alexis Gritchenko
626,626,Art inspired by Alexis Gritchenko,4665,Alexis Gritchenko
627,627,Painting in the style of Alexis Gritchenko,3856,Alexis Gritchenko
628,628,A reproduction of art by Alexis Gritchenko,3231,Alexis Gritchenko
629,629,A famous artwork by Alexis Gritchenko,1696,Alexis Gritchenko
630,630,Image in the style of Alfred Augustus Glendening,1309,Alfred Augustus Glendening
631,631,Art inspired by Alfred Augustus Glendening,4350,Alfred Augustus Glendening
632,632,Painting in the style of Alfred Augustus Glendening,2404,Alfred Augustus Glendening
633,633,A reproduction of art by Alfred Augustus Glendening,596,Alfred Augustus Glendening
634,634,A famous artwork by Alfred Augustus Glendening,2742,Alfred Augustus Glendening
635,635,Image in the style of Alfred Cheney Johnston,2320,Alfred Cheney Johnston
636,636,Art inspired by Alfred Cheney Johnston,2523,Alfred Cheney Johnston
637,637,Painting in the style of Alfred Cheney Johnston,4017,Alfred Cheney Johnston
638,638,A reproduction of art by Alfred Cheney Johnston,4530,Alfred Cheney Johnston
639,639,A famous artwork by Alfred Cheney Johnston,1941,Alfred Cheney Johnston
640,640,Image in the style of Alfred Eisenstaedt,2382,Alfred Eisenstaedt
641,641,Art inspired by Alfred Eisenstaedt,3077,Alfred Eisenstaedt
642,642,Painting in the style of Alfred Eisenstaedt,4385,Alfred Eisenstaedt
643,643,A reproduction of art by Alfred Eisenstaedt,969,Alfred Eisenstaedt
644,644,A famous artwork by Alfred Eisenstaedt,788,Alfred Eisenstaedt
645,645,Image in the style of Alfred Guillou,194,Alfred Guillou
646,646,Art inspired by Alfred Guillou,4331,Alfred Guillou
647,647,Painting in the style of Alfred Guillou,729,Alfred Guillou
648,648,A reproduction of art by Alfred Guillou,2483,Alfred Guillou
649,649,A famous artwork by Alfred Guillou,4770,Alfred Guillou
650,650,Image in the style of Alfred Heber Hutty,4473,Alfred Heber Hutty
651,651,Art inspired by Alfred Heber Hutty,583,Alfred Heber Hutty
652,652,Painting in the style of Alfred Heber Hutty,3615,Alfred Heber Hutty
653,653,A reproduction of art by Alfred Heber Hutty,3741,Alfred Heber Hutty
654,654,A famous artwork by Alfred Heber Hutty,3119,Alfred Heber Hutty
655,655,Image in the style of Alfred Henry Maurer,4775,Alfred Henry Maurer
656,656,Art inspired by Alfred Henry Maurer,189,Alfred Henry Maurer
657,657,Painting in the style of Alfred Henry Maurer,2599,Alfred Henry Maurer
658,658,A reproduction of art by Alfred Henry Maurer,318,Alfred Henry Maurer
659,659,A famous artwork by Alfred Henry Maurer,421,Alfred Henry Maurer
660,660,Image in the style of Alfred Kelsner,501,Alfred Kelsner
661,661,Art inspired by Alfred Kelsner,3072,Alfred Kelsner
662,662,Painting in the style of Alfred Kelsner,26,Alfred Kelsner
663,663,A reproduction of art by Alfred Kelsner,892,Alfred Kelsner
664,664,A famous artwork by Alfred Kelsner,3793,Alfred Kelsner
665,665,Image in the style of Alfred Kubin,410,Alfred Kubin
666,666,Art inspired by Alfred Kubin,2983,Alfred Kubin
667,667,Painting in the style of Alfred Kubin,2596,Alfred Kubin
668,668,A reproduction of art by Alfred Kubin,2006,Alfred Kubin
669,669,A famous artwork by Alfred Kubin,3904,Alfred Kubin
670,670,Image in the style of Alfred Munnings,1513,Alfred Munnings
671,671,Art inspired by Alfred Munnings,4104,Alfred Munnings
672,672,Painting in the style of Alfred Munnings,178,Alfred Munnings
673,673,A reproduction of art by Alfred Munnings,4942,Alfred Munnings
674,674,A famous artwork by Alfred Munnings,4020,Alfred Munnings
675,675,Image in the style of Alfred Parsons,3488,Alfred Parsons
676,676,Art inspired by Alfred Parsons,2586,Alfred Parsons
677,677,Painting in the style of Alfred Parsons,2231,Alfred Parsons
678,678,A reproduction of art by Alfred Parsons,257,Alfred Parsons
679,679,A famous artwork by Alfred Parsons,4806,Alfred Parsons
680,680,Image in the style of Alfred Stevens,3316,Alfred Stevens
681,681,Art inspired by Alfred Stevens,1820,Alfred Stevens
682,682,Painting in the style of Alfred Stevens,3342,Alfred Stevens
683,683,A reproduction of art by Alfred Stevens,2437,Alfred Stevens
684,684,A famous artwork by Alfred Stevens,3769,Alfred Stevens
685,685,Image in the style of Alfredo Jaar,4349,Alfredo Jaar
686,686,Art inspired by Alfredo Jaar,1275,Alfredo Jaar
687,687,Painting in the style of Alfredo Jaar,1171,Alfredo Jaar
688,688,A reproduction of art by Alfredo Jaar,917,Alfredo Jaar
689,689,A famous artwork by Alfredo Jaar,3554,Alfredo Jaar
690,690,Image in the style of Algernon Blackwood,3587,Algernon Blackwood
