case_number,prompt,class,evaluation_seed
886,an image of an English springer,English springer,8633
887,an image of an English springer,English springer,4498
888,an image of an English springer,English springer,6303
889,an image of an English springer,English springer,7923
890,an image of an English springer,English springer,1178
891,an image of an English springer,English springer,7218
892,an image of an English springer,English springer,603
893,an image of an English springer,English springer,3065
894,an image of an English springer,English springer,892
895,an image of an English springer,English springer,4570
896,an image of an English springer,English springer,4266
897,an image of an English springer,English springer,5348
898,an image of an English springer,English springer,7710
899,an image of an English springer,English springer,9214
900,an image of an English springer,English springer,9315
901,an image of an English springer,English springer,353
902,an image of an English springer,English springer,4368
903,an image of an English springer,English springer,7722
904,an image of an English springer,English springer,7582
905,an image of an English springer,English springer,6201
906,an image of an English springer,English springer,7375
907,an image of an English springer,English springer,4492
908,an image of an English springer,English springer,8916
909,an image of an English springer,English springer,9885
910,an image of an English springer,English springer,4147
911,an image of an English springer,English springer,1645
912,an image of an English springer,English springer,4235
913,an image of an English springer,English springer,9563
914,an image of an English springer,English springer,5546
915,an image of an English springer,English springer,6839
916,an image of an English springer,English springer,8015
917,an image of an English springer,English springer,3753
918,an image of an English springer,English springer,9120
919,an image of an English springer,English springer,2964
920,an image of an English springer,English springer,4107
921,an image of an English springer,English springer,9823
922,an image of an English springer,English springer,2021
923,an image of an English springer,English springer,8673
924,an image of an English springer,English springer,7294
925,an image of an English springer,English springer,2102
926,an image of an English springer,English springer,2163
927,an image of an English springer,English springer,3479
928,an image of an English springer,English springer,6102
929,an image of an English springer,English springer,6912
930,an image of an English springer,English springer,7847
931,an image of an English springer,English springer,2768
932,an image of an English springer,English springer,840
933,an image of an English springer,English springer,8619
934,an image of an English springer,English springer,1628
935,an image of an English springer,English springer,5935
936,an image of an English springer,English springer,6839
937,an image of an English springer,English springer,6071
938,an image of an English springer,English springer,4098
939,an image of an English springer,English springer,7873
940,an image of an English springer,English springer,9581
941,an image of an English springer,English springer,7406
942,an image of an English springer,English springer,2003
943,an image of an English springer,English springer,270
944,an image of an English springer,English springer,1939
945,an image of an English springer,English springer,3292
946,an image of an English springer,English springer,9314
947,an image of an English springer,English springer,5715
948,an image of an English springer,English springer,4394
949,an image of an English springer,English springer,7436
950,an image of an English springer,English springer,912
951,an image of an English springer,English springer,4161
952,an image of an English springer,English springer,1308
953,an image of an English springer,English springer,3270
954,an image of an English springer,English springer,543
955,an image of an English springer,English springer,5460
956,an image of an English springer,English springer,2043
957,an image of an English springer,English springer,9364
958,an image of an English springer,English springer,4105
959,an image of an English springer,English springer,9916
960,an image of an English springer,English springer,8341
