,case_number,prompt,evaluation_seed,artist
434,434,A famous artwork by Alejandro Burdisio,2007,Alejandro Burdisio
435,435,Image in the style of Alejandro Jodorowsky,641,Alejandro Jodorowsky
436,436,Art inspired by Alejandro Jodorowsky,2077,Alejandro Jodorowsky
437,437,Painting in the style of Alejandro Jodorowsky,4866,Alejandro Jodorowsky
438,438,A reproduction of art by Alejandro Jodorowsky,4363,Alejandro Jodorowsky
439,439,A famous artwork by Alejandro Jodorowsky,3089,Alejandro Jodorowsky
440,440,Image in the style of Aleksey Savrasov,3701,Aleksey Savrasov
441,441,Art inspired by Aleksey Savrasov,1880,Aleksey Savrasov
442,442,Painting in the style of Aleksey Savrasov,681,Aleksey Savrasov
443,443,A reproduction of art by Aleksey Savrasov,3683,Aleksey Savrasov
444,444,A famous artwork by Aleksey Savrasov,2700,Aleksey Savrasov
445,445,Image in the style of Aleksi Briclot,4370,Aleksi Briclot
446,446,Art inspired by Aleksi Briclot,1800,Aleksi Briclot
447,447,Painting in the style of Aleksi Briclot,3882,Aleksi Briclot
448,448,A reproduction of art by Aleksi Briclot,3788,Aleksi Briclot
449,449,A famous artwork by Aleksi Briclot,867,Aleksi Briclot
450,450,Image in the style of Alena Aenami,18,Alena Aenami
451,451,Art inspired by Alena Aenami,4973,Alena Aenami
452,452,Painting in the style of Alena Aenami,691,Alena Aenami
453,453,A reproduction of art by Alena Aenami,2498,Alena Aenami
454,454,A famous artwork by Alena Aenami,2166,Alena Aenami
455,455,Image in the style of Alessandro Allori,1270,Alessandro Allori
456,456,Art inspired by Alessandro Allori,2190,Alessandro Allori
457,457,Painting in the style of Alessandro Allori,2675,Alessandro Allori
458,458,A reproduction of art by Alessandro Allori,4462,Alessandro Allori
459,459,A famous artwork by Alessandro Allori,1421,Alessandro Allori
460,460,Image in the style of Alessandro Barbucci,3626,Alessandro Barbucci
461,461,Art inspired by Alessandro Barbucci,2221,Alessandro Barbucci
462,462,Painting in the style of Alessandro Barbucci,2403,Alessandro Barbucci
463,463,A reproduction of art by Alessandro Barbucci,4346,Alessandro Barbucci
464,464,A famous artwork by Alessandro Barbucci,4895,Alessandro Barbucci
465,465,Image in the style of Alessandro Gottardo,1056,Alessandro Gottardo
466,466,Art inspired by Alessandro Gottardo,2305,Alessandro Gottardo
467,467,Painting in the style of Alessandro Gottardo,4233,Alessandro Gottardo
468,468,A reproduction of art by Alessandro Gottardo,4626,Alessandro Gottardo
469,469,A famous artwork by Alessandro Gottardo,1676,Alessandro Gottardo
470,470,Image in the style of Alessio Albi,4981,Alessio Albi
471,471,Art inspired by Alessio Albi,383,Alessio Albi
472,472,Painting in the style of Alessio Albi,2781,Alessio Albi
473,473,A reproduction of art by Alessio Albi,1087,Alessio Albi
474,474,A famous artwork by Alessio Albi,1755,Alessio Albi
475,475,Image in the style of Alex Alemany,3497,Alex Alemany
476,476,Art inspired by Alex Alemany,3119,Alex Alemany
477,477,Painting in the style of Alex Alemany,726,Alex Alemany
478,478,A reproduction of art by Alex Alemany,546,Alex Alemany
479,479,A famous artwork by Alex Alemany,2221,Alex Alemany
480,480,Image in the style of Alex Andreev,842,Alex Andreev
481,481,Art inspired by Alex Andreev,2575,Alex Andreev
482,482,Painting in the style of Alex Andreev,412,Alex Andreev
483,483,A reproduction of art by Alex Andreev,4413,Alex Andreev
484,484,A famous artwork by Alex Andreev,772,Alex Andreev
485,485,Image in the style of Alex Colville,4812,Alex Colville
486,486,Art inspired by Alex Colville,3172,Alex Colville
487,487,Painting in the style of Alex Colville,1803,Alex Colville
488,488,A reproduction of art by Alex Colville,1785,Alex Colville
489,489,A famous artwork by Alex Colville,3094,Alex Colville
490,490,Image in the style of Alex Figini,1912,Alex Figini
491,491,Art inspired by Alex Figini,3599,Alex Figini
492,492,Painting in the style of Alex Figini,4387,Alex Figini
493,493,A reproduction of art by Alex Figini,2806,Alex Figini
494,494,A famous artwork by Alex Figini,4035,Alex Figini
495,495,Image in the style of Alex Garant,1985,Alex Garant
496,496,Art inspired by Alex Garant,2673,Alex Garant
497,497,Painting in the style of Alex Garant,3683,Alex Garant
498,498,A reproduction of art by Alex Garant,1620,Alex Garant
499,499,A famous artwork by Alex Garant,1120,Alex Garant
500,500,Image in the style of Alex Grey,2904,Alex Grey
501,501,Art inspired by Alex Grey,4506,Alex Grey
502,502,Painting in the style of Alex Grey,773,Alex Grey
503,503,A reproduction of art by Alex Grey,1998,Alex Grey
504,504,A famous artwork by Alex Grey,3702,Alex Grey
505,505,Image in the style of Alex Gross,3593,Alex Gross
506,506,Art inspired by Alex Gross,4134,Alex Gross
507,507,Painting in the style of Alex Gross,1846,Alex Gross
508,508,A reproduction of art by Alex Gross,1835,Alex Gross
509,509,A famous artwork by Alex Gross,2973,Alex Gross
510,510,Image in the style of Alex Hirsch,4184,Alex Hirsch
511,511,Art inspired by Alex Hirsch,4673,Alex Hirsch
512,512,Painting in the style of Alex Hirsch,1322,Alex Hirsch
513,513,A reproduction of art by Alex Hirsch,3917,Alex Hirsch
514,514,A famous artwork by Alex Hirsch,1779,Alex Hirsch
515,515,Image in the style of Alex Horley,1155,Alex Horley
516,516,Art inspired by Alex Horley,4156,Alex Horley
517,517,Painting in the style of Alex Horley,3020,Alex Horley
518,518,A reproduction of art by Alex Horley,3607,Alex Horley
519,519,A famous artwork by Alex Horley,2387,Alex Horley
520,520,Image in the style of Alex Howitt,2908,Alex Howitt
521,521,Art inspired by Alex Howitt,135,Alex Howitt
522,522,Painting in the style of Alex Howitt,1244,Alex Howitt
523,523,A reproduction of art by Alex Howitt,1476,Alex Howitt
524,524,A famous artwork by Alex Howitt,2687,Alex Howitt
525,525,Image in the style of Alex Katz,3504,Alex Katz
526,526,Art inspired by Alex Katz,959,Alex Katz
527,527,Painting in the style of Alex Katz,4529,Alex Katz
528,528,A reproduction of art by Alex Katz,2665,Alex Katz
529,529,A famous artwork by Alex Katz,2464,Alex Katz
530,530,Image in the style of Alex Maleev,1123,Alex Maleev
531,531,Art inspired by Alex Maleev,4711,Alex Maleev
532,532,Painting in the style of Alex Maleev,1415,Alex Maleev
533,533,A reproduction of art by Alex Maleev,930,Alex Maleev
534,534,A famous artwork by Alex Maleev,3284,Alex Maleev
535,535,Image in the style of Alex Petruk,2194,Alex Petruk
536,536,Art inspired by Alex Petruk,3702,Alex Petruk
537,537,Painting in the style of Alex Petruk,2328,Alex Petruk
538,538,A reproduction of art by Alex Petruk,2044,Alex Petruk
539,539,A famous artwork by Alex Petruk,4602,Alex Petruk
540,540,Image in the style of Alex Prager,2709,Alex Prager
541,541,Art inspired by Alex Prager,3624,Alex Prager
542,542,Painting in the style of Alex Prager,164,Alex Prager
543,543,A reproduction of art by Alex Prager,551,Alex Prager
544,544,A famous artwork by Alex Prager,4823,Alex Prager
545,545,Image in the style of Alex Ross,929,Alex Ross
546,546,Art inspired by Alex Ross,2997,Alex Ross
547,547,Painting in the style of Alex Ross,618,Alex Ross
548,548,A reproduction of art by Alex Ross,419,Alex Ross
549,549,A famous artwork by Alex Ross,822,Alex Ross
550,550,Image in the style of Alex Russell Flint,4075,Alex Russell Flint
551,551,Art inspired by Alex Russell Flint,3415,Alex Russell Flint
552,552,Painting in the style of Alex Russell Flint,3943,Alex Russell Flint
553,553,A reproduction of art by Alex Russell Flint,2240,Alex Russell Flint
554,554,A famous artwork by Alex Russell Flint,1873,Alex Russell Flint
555,555,Image in the style of Alex Schomburg,4260,Alex Schomburg
556,556,Art inspired by Alex Schomburg,3027,Alex Schomburg
557,557,Painting in the style of Alex Schomburg,2869,Alex Schomburg
558,558,A reproduction of art by Alex Schomburg,3162,Alex Schomburg
559,559,A famous artwork by Alex Schomburg,4908,Alex Schomburg
560,560,Image in the style of Alex Timmermans,4101,Alex Timmermans
561,561,Art inspired by Alex Timmermans,1644,Alex Timmermans
562,562,Painting in the style of Alex Timmermans,4597,Alex Timmermans
563,563,A reproduction of art by Alex Timmermans,1336,Alex Timmermans
564,564,A famous artwork by Alex Timmermans,2067,Alex Timmermans
565,565,Image in the style of Alex Toth,2007,Alex Toth
566,566,Art inspired by Alex Toth,3219,Alex Toth
567,567,Painting in the style of Alex Toth,1010,Alex Toth
568,568,A reproduction of art by Alex Toth,3425,Alex Toth
569,569,A famous artwork by Alex Toth,2621,Alex Toth
570,570,Image in the style of Alexander Archipenko,1399,Alexander Archipenko
571,571,Art inspired by Alexander Archipenko,1458,Alexander Archipenko
572,572,Painting in the style of Alexander Archipenko,464,Alexander Archipenko
573,573,A reproduction of art by Alexander Archipenko,3328,Alexander Archipenko
574,574,A famous artwork by Alexander Archipenko,4827,Alexander Archipenko
575,575,Image in the style of Alexander Bogen,279,Alexander Bogen
576,576,Art inspired by Alexander Bogen,23,Alexander Bogen
577,577,Painting in the style of Alexander Bogen,4481,Alexander Bogen
578,578,A reproduction of art by Alexander Bogen,1654,Alexander Bogen
579,579,A famous artwork by Alexander Bogen,2989,Alexander Bogen
580,580,Image in the style of Alexander Fedosav,4297,Alexander Fedosav
581,581,Art inspired by Alexander Fedosav,1746,Alexander Fedosav
582,582,Painting in the style of Alexander Fedosav,335,Alexander Fedosav
583,583,A reproduction of art by Alexander Fedosav,4276,Alexander Fedosav
584,584,A famous artwork by Alexander Fedosav,1642,Alexander Fedosav
585,585,Image in the style of Alexander Jansson,4595,Alexander Jansson
586,586,Art inspired by Alexander Jansson,2916,Alexander Jansson
587,587,Painting in the style of Alexander Jansson,3230,Alexander Jansson
588,588,A reproduction of art by Alexander Jansson,4995,Alexander Jansson
589,589,A famous artwork by Alexander Jansson,998,Alexander Jansson
590,590,Image in the style of Alexander Kanoldt,658,Alexander Kanoldt
591,591,Art inspired by Alexander Kanoldt,4648,Alexander Kanoldt
592,592,Painting in the style of Alexander Kanoldt,2709,Alexander Kanoldt
593,593,A reproduction of art by Alexander Kanoldt,4085,Alexander Kanoldt
594,594,A famous artwork by Alexander Kanoldt,2074,Alexander Kanoldt
595,595,Image in the style of Alexander McQueen,1058,Alexander McQueen
596,596,Art inspired by Alexander McQueen,119,Alexander McQueen
597,597,Painting in the style of Alexander McQueen,2404,Alexander McQueen
598,598,A reproduction of art by Alexander McQueen,3255,Alexander McQueen
599,599,A famous artwork by Alexander McQueen,94,Alexander McQueen
600,600,Image in the style of Alexander Millar,1029,Alexander Millar
601,601,Art inspired by Alexander Millar,2293,Alexander Millar
602,602,Painting in the style of Alexander Millar,4461,Alexander Millar
603,603,A reproduction of art by Alexander Millar,3312,Alexander Millar
604,604,A famous artwork by Alexander Millar,4544,Alexander Millar
605,605,Image in the style of Alexander Milne Calder,4897,Alexander Milne Calder
606,606,Art inspired by Alexander Milne Calder,1759,Alexander Milne Calder
607,607,Painting in the style of Alexander Milne Calder,2926,Alexander Milne Calder
608,608,A reproduction of art by Alexander Milne Calder,3072,Alexander Milne Calder
609,609,A famous artwork by Alexander Milne Calder,1952,Alexander Milne Calder
610,610,Image in the style of Alexandr Averin,136,Alexandr Averin
611,611,Art inspired by Alexandr Averin,3331,Alexandr Averin
612,612,Painting in the style of Alexandr Averin,2708,Alexandr Averin
613,613,A reproduction of art by Alexandr Averin,911,Alexandr Averin
614,614,A famous artwork by Alexandr Averin,767,Alexandr Averin
615,615,Image in the style of Alexandre Antigna,3645,Alexandre Antigna
616,616,Art inspired by Alexandre Antigna,1708,Alexandre Antigna
617,617,Painting in the style of Alexandre Antigna,1928,Alexandre Antigna
618,618,A reproduction of art by Alexandre Antigna,3981,Alexandre Antigna
619,619,A famous artwork by Alexandre Antigna,2126,Alexandre Antigna
620,620,Image in the style of Alexandre Benois,1513,Alexandre Benois
621,621,Art inspired by Alexandre Benois,4666,Alexandre Benois
622,622,Painting in the style of Alexandre Benois,756,Alexandre Benois
623,623,A reproduction of art by Alexandre Benois,4497,Alexandre Benois
624,624,A famous artwork by Alexandre Benois,1195,Alexandre Benois
625,625,Image in the style of Alexandre Cabanel,3263,Alexandre Cabanel
626,626,Art inspired by Alexandre Cabanel,1785,Alexandre Cabanel
627,627,Painting in the style of Alexandre Cabanel,2686,Alexandre Cabanel
628,628,A reproduction of art by Alexandre Cabanel,2956,Alexandre Cabanel
629,629,A famous artwork by Alexandre Cabanel,874,Alexandre Cabanel
630,630,Image in the style of Alexandre Calame,2956,Alexandre Calame
631,631,Art inspired by Alexandre Calame,3105,Alexandre Calame
632,632,Painting in the style of Alexandre Calame,974,Alexandre Calame
633,633,A reproduction of art by Alexandre Calame,1450,Alexandre Calame
634,634,A famous artwork by Alexandre Calame,3081,Alexandre Calame
635,635,Image in the style of Alexandre Jacovleff,1359,Alexandre Jacovleff
636,636,Art inspired by Alexandre Jacovleff,760,Alexandre Jacovleff
637,637,Painting in the style of Alexandre Jacovleff,3601,Alexandre Jacovleff
638,638,A reproduction of art by Alexandre Jacovleff,2655,Alexandre Jacovleff
639,639,A famous artwork by Alexandre Jacovleff,3576,Alexandre Jacovleff
640,640,Image in the style of Alexandre-Évariste Fragonard,1701,Alexandre-Évariste Fragonard
641,641,Art inspired by Alexandre-Évariste Fragonard,1273,Alexandre-Évariste Fragonard
642,642,Painting in the style of Alexandre-Évariste Fragonard,848,Alexandre-Évariste Fragonard
643,643,A reproduction of art by Alexandre-Évariste Fragonard,1050,Alexandre-Évariste Fragonard
644,644,A famous artwork by Alexandre-Évariste Fragonard,4774,Alexandre-Évariste Fragonard
645,645,Image in the style of Alexei Harlamoff,4765,Alexei Harlamoff
646,646,Art inspired by Alexei Harlamoff,4216,Alexei Harlamoff
647,647,Painting in the style of Alexei Harlamoff,2595,Alexei Harlamoff
648,648,A reproduction of art by Alexei Harlamoff,4956,Alexei Harlamoff
649,649,A famous artwork by Alexei Harlamoff,1753,Alexei Harlamoff
650,650,Image in the style of Alexej von Jawlensky,4307,Alexej von Jawlensky
651,651,Art inspired by Alexej von Jawlensky,3072,Alexej von Jawlensky
652,652,Painting in the style of Alexej von Jawlensky,1824,Alexej von Jawlensky
653,653,A reproduction of art by Alexej von Jawlensky,541,Alexej von Jawlensky
654,654,A famous artwork by Alexej von Jawlensky,681,Alexej von Jawlensky
655,655,Image in the style of Alexey Kurbatov,1800,Alexey Kurbatov
656,656,Art inspired by Alexey Kurbatov,3023,Alexey Kurbatov
657,657,Painting in the style of Alexey Kurbatov,2409,Alexey Kurbatov
658,658,A reproduction of art by Alexey Kurbatov,1774,Alexey Kurbatov
659,659,A famous artwork by Alexey Kurbatov,1245,Alexey Kurbatov
660,660,Image in the style of Alexis Gritchenko,4705,Alexis Gritchenko
661,661,Art inspired by Alexis Gritchenko,1054,Alexis Gritchenko
662,662,Painting in the style of Alexis Gritchenko,3885,Alexis Gritchenko
663,663,A reproduction of art by Alexis Gritchenko,1568,Alexis Gritchenko
664,664,A famous artwork by Alexis Gritchenko,189,Alexis Gritchenko
665,665,Image in the style of Alfred Augustus Glendening,2793,Alfred Augustus Glendening
666,666,Art inspired by Alfred Augustus Glendening,1780,Alfred Augustus Glendening
667,667,Painting in the style of Alfred Augustus Glendening,2075,Alfred Augustus Glendening
668,668,A reproduction of art by Alfred Augustus Glendening,4772,Alfred Augustus Glendening
669,669,A famous artwork by Alfred Augustus Glendening,2830,Alfred Augustus Glendening
670,670,Image in the style of Alfred Cheney Johnston,447,Alfred Cheney Johnston
671,671,Art inspired by Alfred Cheney Johnston,1005,Alfred Cheney Johnston
672,672,Painting in the style of Alfred Cheney Johnston,4022,Alfred Cheney Johnston
673,673,A reproduction of art by Alfred Cheney Johnston,1050,Alfred Cheney Johnston
674,674,A famous artwork by Alfred Cheney Johnston,2873,Alfred Cheney Johnston
675,675,Image in the style of Alfred Eisenstaedt,546,Alfred Eisenstaedt
676,676,Art inspired by Alfred Eisenstaedt,1266,Alfred Eisenstaedt
677,677,Painting in the style of Alfred Eisenstaedt,1088,Alfred Eisenstaedt
678,678,A reproduction of art by Alfred Eisenstaedt,1615,Alfred Eisenstaedt
679,679,A famous artwork by Alfred Eisenstaedt,4287,Alfred Eisenstaedt
680,680,Image in the style of Alfred Guillou,647,Alfred Guillou
681,681,Art inspired by Alfred Guillou,2276,Alfred Guillou
682,682,Painting in the style of Alfred Guillou,23,Alfred Guillou
683,683,A reproduction of art by Alfred Guillou,728,Alfred Guillou
684,684,A famous artwork by Alfred Guillou,4717,Alfred Guillou
685,685,Image in the style of Alfred Heber Hutty,2281,Alfred Heber Hutty
686,686,Art inspired by Alfred Heber Hutty,1456,Alfred Heber Hutty
687,687,Painting in the style of Alfred Heber Hutty,1412,Alfred Heber Hutty
688,688,A reproduction of art by Alfred Heber Hutty,3950,Alfred Heber Hutty
689,689,A famous artwork by Alfred Heber Hutty,4424,Alfred Heber Hutty
690,690,Image in the style of Alfred Henry Maurer,4517,Alfred Henry Maurer
